State,Year,Generation (kWh),Useful Thermal Output (MMBtu),Total Fuel Consumption (MMBtu),Fuel Consumption for Electric Generation (MMBtu),Quantity of Fuel Consumed,Tons of CO2 Emissions,Metric Tonnes of CO2 Emissions
WV,2016,72860196412.0,5691533.0,740877898.0,732970449.0,44338601.0,75477711.0,68472932.0
WV,2017,69995516715.0,6399598.0,705475782.0,696722541.0,46809092.0,71636143.0,64987884.0
WV,2018,63618110843.0,5398780.0,653606972.0,645999130.0,43265581.0,66362278.0,60203463.0
WV,2019,60553368557.0,5079967.0,620275302.0,613075103.0,47790382.0,62636274.0,56823254.0
WV,2020,53135478526.0,4456754.0,544985614.0,539482586.0,49586062.0,54583717.0,49517575.0
WV,2021,62460462618.0,4108642.0,633170175.0,628220004.0,51409655.0,63755966.0,57838507.0
WV,2022,52978341971.0,3140831.0,550907227.0,547123094.0,43586749.0,55529883.0,50375921.0
WV,2023,48640053295.0,3833896.0,508617774.0,503998620.0,57201896.0,50423038.0,45743064.0
WV,2024,47004911176.0,4309933.0,489779048.0,484586359.0,56843497.0,48464799.0,43966578.0
WY,2013,46988423284.0,16485174.0,527053266.0,496611942.0,39518187.0,55871856.1,50686615.4
WY,2014,44010895665.0,14427386.0,492455551.0,465119009.0,38246417.0,52179312.04,47336761.339999996
WY,2015,43858392125.0,14873309.0,494822363.0,466646092.0,40142322.0,52332292.230000004,47475544.08
WY,2016,40870652087.0,21326643.0,461448420.0,432935008.0,39454763.0,48690385.0,44171630.0
WY,2017,40891401367.0,20937482.0,462694723.0,434571759.0,40335734.0,48801581.0,44272504.0
WY,2018,40615544985.0,20703158.0,460840091.0,432916737.0,41669131.0,48516577.0,44013946.0
WY,2019,36448811655.0,20175100.0,415202839.0,388724604.0,39377601.0,43209214.0,39199140.0
WY,2020,34777534933.0,18732747.0,401487235.0,376793760.0,41427014.0,41398357.0,37556002.0
WY,2021,33599160698.0,20299629.0,392010050.0,365444464.0,40530300.0,40455771.0,36700905.0
WY,2022,35232180514.0,21794091.0,408573656.0,380053297.0,44369006.0,42570347.0,38619211.0
WY,2023,33017193130.0,20043544.0,390089911.0,363900183.0,48643729.0,40322739.0,36580219.0
WY,2024,29853485892.0,20151964.0,358647422.0,332301988.0,79905387.0,35169356.0,31905141.0
